word,total_count,categories
sth,151,mismatch_plain|plain
playlist,151,mismatch_plain|plain
jus,150,mismatch_plain|plain
03,150,has_digit|mismatch_has_digit
checkbox,150,mismatch_plain|plain
rtl,150,mismatch_plain|plain
segfault,150,mismatch_plain|plain
alsaconf,150,mismatch_plain|plain
weechat,150,mismatch_plain|plain
winecfg,150,mismatch_plain|plain
comand,150,mismatch_plain|plain
des,149,mismatch_plain|plain
udp,149,mismatch_plain|plain
becuase,149,mismatch_plain|plain
guntbert,149,mismatch_plain|plain
doin,149,mismatch_plain|plain
k9copy,148,has_digit|mismatch_has_digit
edbian,148,mismatch_plain|plain
colours,147,mismatch_plain|plain
winex,147,mismatch_plain|plain
ndis,147,mismatch_plain|plain
admins,147,mismatch_plain|plain
def,147,mismatch_plain|plain
theadmin,147,mismatch_plain|plain
modeline,147,mismatch_plain|plain
imac,147,mismatch_plain|plain
aa,146,mismatch_plain|plain
blackbox,146,mismatch_plain|plain
iv,146,mismatch_plain|plain
sda5,146,has_digit|mismatch_has_digit
ubotu's,146,mismatch_plain|plain
links2,146,has_digit|mismatch_has_digit
thers,145,mismatch_plain|plain
168,145,has_digit|mismatch_has_digit
maco,145,mismatch_plain|plain
ac97,145,has_digit|mismatch_has_digit
bimberi,145,mismatch_plain|plain
webcams,145,mismatch_plain|plain
ardour,144,mismatch_plain|plain
256mb,144,has_digit|mismatch_has_digit
tcl,144,mismatch_plain|plain
pop3,144,has_digit|mismatch_has_digit
dvorak,144,mismatch_plain|plain
dpms,144,mismatch_plain|plain
dabar,144,mismatch_plain|plain
dependancies,144,mismatch_plain|plain
avahi,144,mismatch_plain|plain
ol,143,mismatch_plain|plain
netboot,143,mismatch_plain|plain
voip,142,mismatch_plain|plain
95,142,has_digit|mismatch_has_digit
mis,142,mismatch_plain|plain
hu,142,mismatch_plain|plain
utf8,142,has_digit|mismatch_has_digit
popup,141,mismatch_plain|plain
netbooks,141,mismatch_plain|plain
700,141,has_digit|mismatch_has_digit
nl,141,mismatch_plain|plain
vorbis,141,mismatch_plain|plain
ath5k,141,has_digit|mismatch_has_digit
g4,141,has_digit|mismatch_has_digit
somethign,140,mismatch_plain|plain
kiba,140,mismatch_plain|plain
horizsync,140,mismatch_plain|plain
untar,140,mismatch_plain|plain
screem,140,mismatch_plain|plain
apparmor,139,mismatch_plain|plain
bc,139,mismatch_plain|plain
kompozer,139,mismatch_plain|plain
ctl,139,mismatch_plain|plain
vertrefresh,139,mismatch_plain|plain
pastbin,139,mismatch_plain|plain
mpg123,139,has_digit|mismatch_has_digit
winscp,139,mismatch_plain|plain
quicktime,138,mismatch_plain|plain
ttf,138,mismatch_plain|plain
lp,138,mismatch_plain|plain
py,138,mismatch_plain|plain
uuids,138,mismatch_plain|plain
instaled,138,mismatch_plain|plain
selinux,138,mismatch_plain|plain
compositing,138,mismatch_plain|plain
foss,138,mismatch_plain|plain
eggdrop,138,mismatch_plain|plain
ipw2200,137,has_digit|mismatch_has_digit
ubunut,137,mismatch_plain|plain
iface,137,mismatch_plain|plain
isntall,137,mismatch_plain|plain
org,137,mismatch_plain|plain
ipods,137,mismatch_plain|plain
stefg,136,mismatch_plain|plain
isa,136,mismatch_plain|plain
ics,136,mismatch_plain|plain
120,136,has_digit|mismatch_has_digit
easysource,136,mismatch_plain|plain
768,136,has_digit|mismatch_has_digit
g3,136,has_digit|mismatch_has_digit
7zip,135,has_digit|mismatch_has_digit
dosbox,135,mismatch_plain|plain
completly,135,mismatch_plain|plain
havnt,135,mismatch_plain|plain
websearch,135,mismatch_plain|plain
hdds,135,mismatch_plain|plain
37,135,has_digit|mismatch_has_digit
freq,135,mismatch_plain|plain
numlock,135,mismatch_plain|plain
sli,135,mismatch_plain|plain
pppoeconf,135,mismatch_plain|plain
vid,134,mismatch_plain|plain
warez,134,mismatch_plain|plain
gmt,134,mismatch_plain|plain
36,134,has_digit|mismatch_has_digit
xpdf,134,mismatch_plain|plain
tasksel,134,mismatch_plain|plain
pxe,134,mismatch_plain|plain
esound,134,mismatch_plain|plain
tgz,134,mismatch_plain|plain
directx,133,mismatch_plain|plain
d'oh,133,mismatch_plain|plain
escott,133,mismatch_plain|plain
sence,133,mismatch_plain|plain
gnucash,133,mismatch_plain|plain
05,133,has_digit|mismatch_has_digit
playonlinux,133,mismatch_plain|plain
priv,133,mismatch_plain|plain
wd,133,mismatch_plain|plain
shoutcast,132,mismatch_plain|plain
f12,132,has_digit|mismatch_has_digit
shoudl,132,mismatch_plain|plain
opendns,132,mismatch_plain|plain
flashplayer,132,mismatch_plain|plain
gtx,131,mismatch_plain|plain
bmp,131,mismatch_plain|plain
youve,131,mismatch_plain|plain
coc,131,mismatch_plain|plain
kdenlive,131,mismatch_plain|plain
pendrive,131,mismatch_plain|plain
bootsplash,131,mismatch_plain|plain
screensavers,131,mismatch_plain|plain
repost,130,mismatch_plain|plain
mta,130,mismatch_plain|plain
rhel,130,mismatch_plain|plain
remeber,130,mismatch_plain|plain
ies,130,mismatch_plain|plain
est,129,mismatch_plain|plain
yu,129,mismatch_plain|plain
mneptok,129,mismatch_plain|plain
swiftfox,129,mismatch_plain|plain
f7,129,has_digit|mismatch_has_digit
gwibber,129,mismatch_plain|plain
mythbuntu,129,mismatch_plain|plain
dnsmasq,129,mismatch_plain|plain
psu,128,mismatch_plain|plain
bashrc,128,mismatch_plain|plain
rockbox,128,mismatch_plain|plain
96,127,has_digit|mismatch_has_digit
differnt,127,mismatch_plain|plain
smbmount,127,mismatch_plain|plain
yrs,127,mismatch_plain|plain
dyndns,127,mismatch_plain|plain
raid0,127,has_digit|mismatch_has_digit
mepis,127,mismatch_plain|plain
nolapic,126,mismatch_plain|plain
psp,126,mismatch_plain|plain
nexuiz,126,mismatch_plain|plain
cmos,126,mismatch_plain|plain
macromedia,125,mismatch_plain|plain
apic,125,mismatch_plain|plain
partiton,125,mismatch_plain|plain
endsection,125,mismatch_plain|plain
stdout,125,mismatch_plain|plain
hrs,125,mismatch_plain|plain
dvdrip,125,mismatch_plain|plain
minicom,125,mismatch_plain|plain
webpages,125,mismatch_plain|plain
kitche,124,mismatch_plain|plain
wa,124,mismatch_plain|plain
warbo,124,mismatch_plain|plain
85,124,has_digit|mismatch_has_digit
pos,124,mismatch_plain|plain
updatedb,124,mismatch_plain|plain
winff,124,mismatch_plain|plain
desu,124,mismatch_plain|plain
dident,124,mismatch_plain|plain
ircd,123,mismatch_plain|plain
acroread,123,mismatch_plain|plain
stil,123,mismatch_plain|plain
seq,123,mismatch_plain|plain
vo,123,mismatch_plain|plain
ipconfig,123,mismatch_plain|plain
aac,123,mismatch_plain|plain
ns,123,mismatch_plain|plain
motu,122,mismatch_plain|plain
har,122,mismatch_plain|plain
autostart,122,mismatch_plain|plain
ect,122,mismatch_plain|plain
gvim,122,mismatch_plain|plain
runtime,122,mismatch_plain|plain
autologin,122,mismatch_plain|plain
msttcorefonts,121,mismatch_plain|plain
usr13,121,has_digit|mismatch_has_digit
harddrives,121,mismatch_plain|plain
250,121,has_digit|mismatch_has_digit
talkin,121,mismatch_plain|plain
hotkey,121,mismatch_plain|plain
badblocks,121,mismatch_plain|plain
freakin,120,mismatch_plain|plain
jfs,120,mismatch_plain|plain
ntpdate,120,mismatch_plain|plain
malware,120,mismatch_plain|plain
realised,120,mismatch_plain|plain
openbsd,120,mismatch_plain|plain
preinstalled,119,mismatch_plain|plain
fb,119,mismatch_plain|plain
libstdc,119,mismatch_plain|plain
picasa,119,mismatch_plain|plain
ubu,119,mismatch_plain|plain
capslock,119,mismatch_plain|plain
180,119,has_digit|mismatch_has_digit
wc,119,mismatch_plain|plain
parle,119,mismatch_plain|plain
soundblaster,119,mismatch_plain|plain
29,119,has_digit|mismatch_has_digit
802,118,has_digit|mismatch_has_digit
swf,118,mismatch_plain|plain
raid1,118,has_digit|mismatch_has_digit
linspire,118,mismatch_plain|plain
ps1,118,has_digit|mismatch_has_digit
python2,118,has_digit|mismatch_has_digit
vids,118,mismatch_plain|plain
posix,118,mismatch_plain|plain
dmraid,118,mismatch_plain|plain
gmplayer,118,mismatch_plain|plain
hablo,118,mismatch_plain|plain
centrino,118,mismatch_plain|plain
sdk,118,mismatch_plain|plain
tring,118,mismatch_plain|plain
gpt,117,mismatch_plain|plain
rightclick,117,mismatch_plain|plain
xangua,117,mismatch_plain|plain
soreau,117,mismatch_plain|plain
pricechild,117,mismatch_plain|plain
km,117,mismatch_plain|plain
1280,116,has_digit|mismatch_has_digit
pptp,116,mismatch_plain|plain
minecraft,116,mismatch_plain|plain
num,116,mismatch_plain|plain
tune2fs,116,has_digit|mismatch_has_digit
icecast,116,mismatch_plain|plain
whos,116,mismatch_plain|plain
hoc,115,mismatch_plain|plain
hier,115,mismatch_plain|plain
winrar,115,mismatch_plain|plain
acces,115,mismatch_plain|plain
efi,115,mismatch_plain|plain
astro,115,mismatch_plain|plain
manpages,115,mismatch_plain|plain
remastersys,115,mismatch_plain|plain
redownload,115,mismatch_plain|plain
donde,115,mismatch_plain|plain
ies4linux,115,has_digit|mismatch_has_digit
todos,114,mismatch_plain|plain
ds,114,mismatch_plain|plain
inspiron,114,mismatch_plain|plain
vncviewer,114,mismatch_plain|plain
173,114,has_digit|mismatch_has_digit
mhm,114,mismatch_plain|plain
devilspie,114,mismatch_plain|plain
adress,114,mismatch_plain|plain
usser,114,mismatch_plain|plain
wg,114,mismatch_plain|plain
ke,113,mismatch_plain|plain
wel,113,mismatch_plain|plain
smartmontools,113,mismatch_plain|plain
errm,113,mismatch_plain|plain
becouse,113,mismatch_plain|plain
hwo,113,mismatch_plain|plain
autocomplete,113,mismatch_plain|plain
memtest86,113,has_digit|mismatch_has_digit
restrictedformats,113,mismatch_plain|plain
parition,112,mismatch_plain|plain
e2fsck,112,has_digit|mismatch_has_digit
xscreensaver,112,mismatch_plain|plain
psk,112,mismatch_plain|plain
inittab,112,mismatch_plain|plain
dll,112,mismatch_plain|plain
streamtuner,112,mismatch_plain|plain
pico,112,mismatch_plain|plain
helpfull,112,mismatch_plain|plain
hdc,112,mismatch_plain|plain
portugues,112,mismatch_plain|plain
liferea,112,mismatch_plain|plain
cvv2,111,has_digit|mismatch_has_digit
eth2,111,has_digit|mismatch_has_digit
keymap,111,mismatch_plain|plain
38,111,has_digit|mismatch_has_digit
macos,111,mismatch_plain|plain
useing,111,mismatch_plain|plain
cvv,111,mismatch_plain|plain
workarounds,111,mismatch_plain|plain
bzip2,111,has_digit|mismatch_has_digit
bitrate,111,mismatch_plain|plain
hcl,111,mismatch_plain|plain
blueskaj,111,mismatch_plain|plain
mkisofs,111,mismatch_plain|plain
kno,110,mismatch_plain|plain
exim,110,mismatch_plain|plain
eyecandy,110,mismatch_plain|plain
uncommented,110,mismatch_plain|plain
wmp,110,mismatch_plain|plain
hcd,110,mismatch_plain|plain
donno,110,mismatch_plain|plain
gdmsetup,110,mismatch_plain|plain
gdebi,110,mismatch_plain|plain
fryguy,110,mismatch_plain|plain
emesene,110,mismatch_plain|plain
pannel,109,mismatch_plain|plain
dbo,109,mismatch_plain|plain
imageshack,109,mismatch_plain|plain
libdvdread,109,mismatch_plain|plain
libgtk,109,mismatch_plain|plain
unfortunatly,109,mismatch_plain|plain
apm,109,mismatch_plain|plain
natively,109,mismatch_plain|plain
pgrep,109,mismatch_plain|plain
thnaks,109,mismatch_plain|plain
xr,109,mismatch_plain|plain
acidrip,108,mismatch_plain|plain
insmod,108,mismatch_plain|plain
abit,108,mismatch_plain|plain
6600,108,has_digit|mismatch_has_digit
wordpress,108,mismatch_plain|plain
fetchmail,108,mismatch_plain|plain
eres,108,mismatch_plain|plain
xcompmgr,107,mismatch_plain|plain
myrtti,107,mismatch_plain|plain
48,107,has_digit|mismatch_has_digit
lawl,107,mismatch_plain|plain
gnutella,107,mismatch_plain|plain
gpart,107,mismatch_plain|plain
cpp,107,mismatch_plain|plain
fd,107,mismatch_plain|plain
deutsch,107,mismatch_plain|plain
evo,107,mismatch_plain|plain
aes,107,mismatch_plain|plain
xconfig,107,mismatch_plain|plain
progs,107,mismatch_plain|plain
lookup,106,mismatch_plain|plain
nono,106,mismatch_plain|plain
aterm,106,mismatch_plain|plain
recieve,106,mismatch_plain|plain
900,106,has_digit|mismatch_has_digit
logfile,106,mismatch_plain|plain
monkeydust,106,mismatch_plain|plain
hable,106,mismatch_plain|plain
eterm,106,mismatch_plain|plain
cgi,106,mismatch_plain|plain
cdrw,106,mismatch_plain|plain
msdos,105,mismatch_plain|plain
dvb,105,mismatch_plain|plain
ubunt,105,mismatch_plain|plain
128mb,105,has_digit|mismatch_has_digit
seagate,105,mismatch_plain|plain
mkv,105,mismatch_plain|plain
supergrub,105,mismatch_plain|plain
wirless,105,mismatch_plain|plain
65,105,has_digit|mismatch_has_digit
tilda,105,mismatch_plain|plain
deskbar,105,mismatch_plain|plain
sethk,105,mismatch_plain|plain
07,105,has_digit|mismatch_has_digit
los,105,mismatch_plain|plain
snes,105,mismatch_plain|plain
pfft,104,mismatch_plain|plain
gues,104,mismatch_plain|plain
pmount,104,mismatch_plain|plain
btrfs,104,mismatch_plain|plain
setuid,104,mismatch_plain|plain
vms,103,mismatch_plain|plain
gm,103,mismatch_plain|plain
gettin,103,mismatch_plain|plain
sda3,103,has_digit|mismatch_has_digit
presario,103,mismatch_plain|plain
logins,103,mismatch_plain|plain
sysrq,103,mismatch_plain|plain
celeron,103,mismatch_plain|plain
pata,103,mismatch_plain|plain
hummm,103,mismatch_plain|plain
rosegarden,103,mismatch_plain|plain
ck,103,mismatch_plain|plain
someting,103,mismatch_plain|plain
zxvf,103,mismatch_plain|plain
powernowd,103,mismatch_plain|plain
nagios,103,mismatch_plain|plain
xinetd,103,mismatch_plain|plain
xargs,103,mismatch_plain|plain
softwares,103,mismatch_plain|plain
changelog,102,mismatch_plain|plain
nameservers,102,mismatch_plain|plain
carefull,102,mismatch_plain|plain
yess,102,mismatch_plain|plain
scribus,102,mismatch_plain|plain
3000,102,has_digit|mismatch_has_digit
yuo,102,mismatch_plain|plain
ofc,102,mismatch_plain|plain
wesnoth,102,mismatch_plain|plain
botsnack,102,mismatch_plain|plain
smbpasswd,102,mismatch_plain|plain
nto,102,mismatch_plain|plain
libapache,101,mismatch_plain|plain
enviroment,101,mismatch_plain|plain
slax,101,mismatch_plain|plain
ziroday,101,mismatch_plain|plain
botabuse,101,mismatch_plain|plain
gts,101,mismatch_plain|plain
ntop,101,mismatch_plain|plain
downloader,101,mismatch_plain|plain
rgr,101,mismatch_plain|plain
jowi,101,mismatch_plain|plain
netcat,101,mismatch_plain|plain
newegg,100,mismatch_plain|plain
scrollback,100,mismatch_plain|plain
fuckin,100,mismatch_plain|plain
runing,100,mismatch_plain|plain
xvidcap,100,mismatch_plain|plain
hds,100,mismatch_plain|plain
soooo,100,mismatch_plain|plain
mwe,100,mismatch_plain|plain
woohoo,99,mismatch_plain|plain
hplip,99,mismatch_plain|plain
photorec,99,mismatch_plain|plain
merci,99,mismatch_plain|plain
mkay,99,mismatch_plain|plain
w32,99,has_digit|mismatch_has_digit
agian,99,mismatch_plain|plain
galeon,99,mismatch_plain|plain
der,99,mismatch_plain|plain
comcast,99,mismatch_plain|plain
mtu,99,mismatch_plain|plain
tmux,98,mismatch_plain|plain
foobar,98,mismatch_plain|plain
57,98,has_digit|mismatch_has_digit
43,98,has_digit|mismatch_has_digit
should've,98,mismatch_plain|plain
adblock,98,mismatch_plain|plain
diy,98,mismatch_plain|plain
rwx,98,mismatch_plain|plain
dj,98,mismatch_plain|plain
vv,98,mismatch_plain|plain
zfs,97,mismatch_plain|plain
ramdisk,97,mismatch_plain|plain
twm,97,mismatch_plain|plain
syslinux,97,mismatch_plain|plain
toma,97,mismatch_plain|plain
fvwm,97,mismatch_plain|plain
16065,97,has_digit|mismatch_has_digit
erros,96,mismatch_plain|plain
novell,96,mismatch_plain|plain
pdfs,96,mismatch_plain|plain
manualy,96,mismatch_plain|plain
similer,96,mismatch_plain|plain
f8,96,has_digit|mismatch_has_digit
p3,96,has_digit|mismatch_has_digit
8225280,96,has_digit|mismatch_has_digit
dropdown,96,mismatch_plain|plain
okk,96,mismatch_plain|plain
undelete,96,mismatch_plain|plain
xmonad,95,mismatch_plain|plain
xdmcp,95,mismatch_plain|plain
yepp,95,mismatch_plain|plain
mib,95,mismatch_plain|plain
nethack,95,mismatch_plain|plain
chkdsk,95,mismatch_plain|plain
swfdec,95,mismatch_plain|plain
dooglus,95,mismatch_plain|plain
hardrive,94,mismatch_plain|plain
homedir,94,mismatch_plain|plain
somone,94,mismatch_plain|plain
automounting,94,mismatch_plain|plain
unity2d,94,has_digit|mismatch_has_digit
8800,94,has_digit|mismatch_has_digit
italiano,94,mismatch_plain|plain
sha,94,mismatch_plain|plain
calc,94,mismatch_plain|plain
neo,94,mismatch_plain|plain
rootkit,94,mismatch_plain|plain
rsa,94,mismatch_plain|plain
drupal,94,mismatch_plain|plain
7z,93,has_digit|mismatch_has_digit
icedtea,93,mismatch_plain|plain
zsh,93,mismatch_plain|plain
recognise,93,mismatch_plain|plain
ima,93,mismatch_plain|plain
libqt,93,mismatch_plain|plain
libxine,93,mismatch_plain|plain
monodevelop,93,mismatch_plain|plain
doom3,93,has_digit|mismatch_has_digit
rly,93,mismatch_plain|plain
theora,93,mismatch_plain|plain
starnestommy,93,mismatch_plain|plain
tru,93,mismatch_plain|plain
bu,93,mismatch_plain|plain
hd's,93,mismatch_plain|plain
1500,93,has_digit|mismatch_has_digit
debfoster,93,mismatch_plain|plain
fala,92,mismatch_plain|plain
xf86config,92,has_digit|mismatch_has_digit
what're,92,mismatch_plain|plain
sipior,92,mismatch_plain|plain
ose,92,mismatch_plain|plain
ddrescue,92,mismatch_plain|plain
liveusb,92,mismatch_plain|plain
i'l,92,mismatch_plain|plain
widescreen,92,mismatch_plain|plain
kde3,92,has_digit|mismatch_has_digit
partions,92,mismatch_plain|plain
sacarlson,92,mismatch_plain|plain
powertop,92,mismatch_plain|plain
gimpshop,92,mismatch_plain|plain
openshot,92,mismatch_plain|plain
nis,92,mismatch_plain|plain
journaling,92,mismatch_plain|plain
ayuda,92,mismatch_plain|plain
tmp,92,mismatch_plain|plain
1200,92,has_digit|mismatch_has_digit
esp,92,mismatch_plain|plain
dosnt,92,mismatch_plain|plain
dillo,91,mismatch_plain|plain
addr,91,mismatch_plain|plain
deborphan,91,mismatch_plain|plain
pgp,91,mismatch_plain|plain
doenst,91,mismatch_plain|plain
ub,91,mismatch_plain|plain
sim,91,mismatch_plain|plain
tj,91,mismatch_plain|plain
gunzip,91,mismatch_plain|plain
tem,91,mismatch_plain|plain
xmms2,90,has_digit|mismatch_has_digit
java5,90,has_digit|mismatch_has_digit
x2,90,has_digit|mismatch_has_digit
lastlog,90,mismatch_plain|plain
cna,90,mismatch_plain|plain
goodluck,90,mismatch_plain|plain
pmed,90,mismatch_plain|plain
upnp,90,mismatch_plain|plain
realtime,90,mismatch_plain|plain
debconf,90,mismatch_plain|plain
whatcha,90,mismatch_plain|plain
sais,89,mismatch_plain|plain
channelname,89,mismatch_plain|plain
thati,89,mismatch_plain|plain
overclocking,89,mismatch_plain|plain
yast,89,mismatch_plain|plain
sbackup,89,mismatch_plain|plain
xawtv,89,mismatch_plain|plain
shud,89,mismatch_plain|plain
ntsc,89,mismatch_plain|plain
opcode,89,mismatch_plain|plain
isn,89,mismatch_plain|plain
aaa,89,mismatch_plain|plain
lulz,89,mismatch_plain|plain
anacron,89,mismatch_plain|plain
histo,89,mismatch_plain|plain
stormx,88,mismatch_plain|plain
happyfool,88,mismatch_plain|plain
wodim,88,mismatch_plain|plain
100mb,88,has_digit|mismatch_has_digit
clearlooks,88,mismatch_plain|plain
openssl,88,mismatch_plain|plain
telinit,88,mismatch_plain|plain
automake,88,mismatch_plain|plain
rember,88,mismatch_plain|plain
ardchoille,88,mismatch_plain|plain
xinit,88,mismatch_plain|plain
dhcpd,88,mismatch_plain|plain
some1,88,has_digit|mismatch_has_digit
tk,88,mismatch_plain|plain
lstarnes,88,mismatch_plain|plain
yr,88,mismatch_plain|plain
rc2,88,has_digit|mismatch_has_digit
34,88,has_digit|mismatch_has_digit
puter,88,mismatch_plain|plain
pr0n,87,has_digit|mismatch_has_digit
54,87,has_digit|mismatch_has_digit
algum,87,mismatch_plain|plain
usb2,87,has_digit|mismatch_has_digit
775,87,has_digit|mismatch_has_digit
printfps,87,mismatch_plain|plain
alltray,87,mismatch_plain|plain
1337,87,has_digit|mismatch_has_digit
mainboard,87,mismatch_plain|plain
ae,87,mismatch_plain|plain
xchat2,87,has_digit|mismatch_has_digit
byobu,87,mismatch_plain|plain
heatsink,87,mismatch_plain|plain
bittorent,87,mismatch_plain|plain
